service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
ATB:DayType:0101011_61_190109082920647,0,1,0,1,0,0,0,20190809,20200622
ATB:DayType:0000010_136_190214093487476,0,0,0,0,0,1,0,20190818,20200626
ATB:DayType:1110100_198_190214093487476,1,1,1,0,1,0,0,20190815,20200621
ATB:DayType:1111011_253_190214093487476,1,1,1,1,0,0,0,20190816,20200621
ATB:DayType:1111111_144_190214093487476,1,1,1,1,1,0,0,20190810,20200408
ATB:DayType:0111100_23_190619065679393,0,1,1,1,1,0,0,20190803,20200203
ATB:DayType:1111111_48_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0000010_103_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1001100_81_190214093487476,1,0,0,1,1,0,0,20190817,20200621
ATB:DayType:1111111_141_190214093487476,1,1,1,1,1,0,0,20190810,20200202
ATB:DayType:0001100_232_190214093487476,0,0,0,1,1,0,0,20190810,20200624
ATB:DayType:1111000_124_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:1111100_75_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111100_78_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111000_121_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:0000010_7_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0101111_107_190214093487476,0,1,0,1,1,0,0,20190810,20200622
ATB:DayType:1111100_64_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0010000_16_190214093487476,0,0,1,0,0,0,0,20190815,20200623
ATB:DayType:0100000_155_190214093487476,0,1,0,0,0,0,0,20190821,20200622
ATB:DayType:0000100_148_190109082920647,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:1101111_196_190214093487476,1,1,0,1,1,0,0,20190817,20200621
ATB:DayType:0100100_169_190214093487476,0,1,0,0,1,0,0,20190810,20200622
ATB:DayType:1111111_282_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0100100_191_190214093487476,0,1,0,0,1,0,0,20190814,20200622
ATB:DayType:0101100_21_190619065679393,0,1,0,1,1,0,0,20190803,20200203
ATB:DayType:1111111_73_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0000100_189_190214093487476,0,0,0,0,1,0,0,20190817,20200625
ATB:DayType:1111111_6_190619065679393,0,0,0,0,0,1,0,20190728,20200207
ATB:DayType:1111000_123_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:1111100_274_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111100_271_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_144_190109082920647,0,0,0,0,0,0,1,20191209,20200620
ATB:DayType:1000100_110_190109082920647,1,0,0,0,1,0,0,20190813,20200621
ATB:DayType:0101011_105_190214093487476,0,1,0,1,0,0,0,20190809,20200622
ATB:DayType:1010000_172_190214093487476,1,0,1,0,0,0,0,20190808,20200621
ATB:DayType:0000110_41_190619065679393,0,0,0,0,1,1,0,20190803,20200206
ATB:DayType:1111111_201_190214093487476,1,1,1,1,1,0,0,20190817,20200618
ATB:DayType:0000000_259_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0111000_56_190109082920647,0,1,1,1,0,0,0,20191213,20200622
ATB:DayType:1001000_24_190214093487476,1,0,0,1,0,0,0,20190813,20200621
ATB:DayType:0000000_284_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:1111100_255_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:1111111_40_190619065679393,1,1,1,1,1,0,0,20190803,20200202
ATB:DayType:0010111_24_190109082920647,0,0,1,0,1,0,0,20190815,20200623
ATB:DayType:0000000_3_191003108126166,0,0,0,0,0,1,0,20200202,20200703
ATB:DayType:1111000_159_190109082920647,1,1,1,1,0,0,0,20190815,20200621
ATB:DayType:0000100_117_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:0000010_104_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_104_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_3_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_182_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0010111_9_190109082920647,0,0,1,0,1,0,0,20190810,20200623
ATB:DayType:1111111_185_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:1010000_159_190214093487476,1,0,1,0,0,0,0,20191003,20200202
ATB:DayType:1111111_101_190109082920647,1,1,1,1,1,0,0,20191214,20200621
ATB:DayType:0000010_278_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1011000_117_190109082920647,1,0,1,1,0,0,0,20190815,20200621
ATB:DayType:1000000_54_190109082920647,1,0,0,0,0,0,0,20190813,20200621
ATB:DayType:0111011_16_191003108126166,0,1,1,1,0,0,0,20200131,20200629
ATB:DayType:0010100_8_190109082920647,0,0,1,0,1,0,0,20190810,20200623
ATB:DayType:1111111_176_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1111111_179_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0010000_16_190619065679393,0,0,1,0,0,0,0,20190801,20200204
ATB:DayType:0010000_233_190214093487476,0,0,1,0,0,0,0,20190815,20200623
ATB:DayType:0101000_235_190214093487476,0,1,0,1,0,0,0,20190814,20200622
ATB:DayType:0010000_35_190214093487476,0,0,1,0,0,0,0,20190808,20200623
ATB:DayType:1001100_112_190109082920647,1,0,0,1,1,0,0,20190813,20200621
ATB:DayType:0100011_28_190109082920647,0,1,0,0,0,0,0,20190814,20200622
ATB:DayType:0111000_77_190109082920647,0,1,1,1,0,0,0,20190809,20200622
ATB:DayType:0100100_13_190109082920647,0,1,0,0,1,0,0,20191214,20200622
ATB:DayType:0000010_257_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:0000111_138_190109082920647,0,0,0,0,1,0,0,20191214,20200625
ATB:DayType:0010100_60_190109082920647,0,0,1,0,1,0,0,20190810,20200623
ATB:DayType:1111111_46_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0000100_36_190619065679393,0,0,0,0,1,0,0,20190803,20200206
ATB:DayType:0000100_265_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:0000001_288_190214093487476,0,0,0,0,0,0,1,20190902,20200620
ATB:DayType:1111100_76_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1010000_211_190214093487476,1,0,1,0,0,0,0,20191212,20200621
ATB:DayType:1111100_27_191003108126166,1,1,1,1,1,0,0,20200201,20200628
ATB:DayType:1000000_24_190619065679393,1,0,0,0,0,0,0,20190730,20200202
ATB:DayType:1111111_16_190109082920647,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:1111111_91_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:0000100_262_190214093487476,0,0,0,0,1,0,0,20190810,20200625
ATB:DayType:1111111_10_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0000000_69_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_85_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_88_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:0111100_17_191003108126166,0,1,1,1,1,0,0,20200201,20200629
ATB:DayType:1111111_128_190214093487476,1,1,1,1,1,0,0,20190817,20200621
ATB:DayType:0000001_291_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0010100_17_190619065679393,0,0,1,0,1,0,0,20190803,20200204
ATB:DayType:0011100_26_190109082920647,0,0,1,1,1,0,0,20190815,20200623
ATB:DayType:1011111_152_190109082920647,1,0,1,1,1,0,0,20190815,20200621
ATB:DayType:1111000_42_190214093487476,1,1,1,1,0,0,0,20190809,20200621
ATB:DayType:0000001_285_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:0001000_14_190619065679393,0,0,0,1,0,0,0,20190802,20200205
ATB:DayType:1010100_171_190109082920647,1,0,1,0,1,0,0,20200201,20200621
ATB:DayType:1111111_49_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_58_190214093487476,0,0,0,0,0,0,1,20200127,20200620
ATB:DayType:1111111_222_190214093487476,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:1111111_52_190214093487476,0,0,0,0,0,1,0,20190804,20200626
ATB:DayType:1101000_249_190214093487476,1,1,0,1,0,0,0,20190816,20200621
ATB:DayType:0001011_231_190214093487476,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:0000001_10_190214093487476,0,0,0,0,0,0,1,20190805,20200620
ATB:DayType:1111000_99_190109082920647,1,1,1,1,0,0,0,20191213,20200621
ATB:DayType:0100100_19_190619065679393,0,1,0,0,1,0,0,20190803,20200203
ATB:DayType:1101100_194_190214093487476,1,1,0,1,1,0,0,20190817,20200621
ATB:DayType:1111111_91_190109082920647,0,0,0,0,0,0,1,20190812,20200620
ATB:DayType:1111111_94_190109082920647,0,0,0,0,0,0,1,20191209,20200620
ATB:DayType:1110100_157_190109082920647,1,1,1,0,1,0,0,20190815,20200621
ATB:DayType:1000100_6_190109082920647,1,0,0,0,1,0,0,20191214,20200621
ATB:DayType:0100000_18_190619065679393,0,1,0,0,0,0,0,20190731,20200203
ATB:DayType:1111100_174_190109082920647,1,1,1,1,1,0,0,20200201,20200621
ATB:DayType:0000000_187_190214093487476,1,1,1,1,1,0,0,20190815,20200621
ATB:DayType:1111111_88_190109082920647,1,1,1,1,1,0,0,20190810,20200621
ATB:DayType:0001000_32_190214093487476,0,0,0,1,0,0,0,20190809,20200624
ATB:DayType:1111111_85_190109082920647,1,1,1,1,1,0,0,20190810,20200202
ATB:DayType:0101000_39_190214093487476,0,1,0,1,0,0,0,20190809,20200622
ATB:DayType:0001100_96_190214093487476,0,0,0,1,1,0,0,20190928,20200624
ATB:DayType:0001100_8_191003108126166,0,0,0,1,1,0,0,20200201,20200701
ATB:DayType:1000000_243_190214093487476,1,0,0,0,0,0,0,20190813,20200621
ATB:DayType:0011000_151_190214093487476,0,0,1,1,0,0,0,20190816,20200623
