from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139843_7014,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151801_7004,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139846_7018,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151802_7006,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139849_7022,NSR:Quay:72946,ATB:ServiceJourney:46_210927153352201_7008,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139852_7026,NSR:Quay:72946,ATB:ServiceJourney:46_220214114818303_7009,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139855_7030,NSR:Quay:72946,ATB:ServiceJourney:46_220214114818306_7010,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139858_7034,NSR:Quay:72946,ATB:ServiceJourney:46_220214114818310_7011,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139861_7038,NSR:Quay:72946,ATB:ServiceJourney:46_220214114818314_7012,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139798_6102,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288968_6040,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139801_6108,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151788_6042,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139804_6114,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288970_6044,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139807_6120,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151790_6046,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139810_6126,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288972_6048,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139813_6132,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288973_6050,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139816_6138,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288974_6052,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139819_6144,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288975_6054,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139822_6150,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288976_6056,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139826_6158,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288977_6058,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233905_8008,NSR:Quay:74803,ATB:ServiceJourney:420_220125140233975_8002,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105893784_84,NSR:Quay:74803,ATB:ServiceJourney:420_220103105891789_6,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891700_38,NSR:Quay:74803,ATB:ServiceJourney:460_220103105899430_12,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891696_30,NSR:Quay:74803,ATB:ServiceJourney:460_220103105899452_20,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891695_28,NSR:Quay:74803,ATB:ServiceJourney:460_220103105899425_8,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891682_2,NSR:Quay:74803,ATB:ServiceJourney:460_220103105899427_4,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139768_6042,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288958_6020,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139771_6048,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288959_6022,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139774_6054,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288960_6024,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139777_6060,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288961_6026,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139780_6066,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288962_6028,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139783_6072,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151782_6030,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139786_6078,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288964_6032,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139789_6084,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151784_6034,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139792_6090,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288966_6036,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139795_6096,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151786_6038,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233864_1002,NSR:Quay:74803,ATB:ServiceJourney:460_220125140241611_1004,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105893417_6,NSR:Quay:74803,ATB:ServiceJourney:460_220103105899424_6,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891724_6012,NSR:Quay:74803,ATB:ServiceJourney:460_220103105899421_6002,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891705_48,NSR:Quay:74803,ATB:ServiceJourney:460_220103105899422_14,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140233969_9009,NSR:Quay:74649,ATB:ServiceJourney:311_220103105898190_7007,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140235600_1023,NSR:Quay:74649,ATB:ServiceJourney:311_220125140238571_1,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140235531_1077,NSR:Quay:74649,ATB:ServiceJourney:311_220125140238584_29,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140235526_1075,NSR:Quay:74649,ATB:ServiceJourney:311_220125140238579_15,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140233970_9011,NSR:Quay:74649,ATB:ServiceJourney:311_220125140240374_7009,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139736_226,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288945_88,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139739_232,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288946_90,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139742_238,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288947_92,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139749_6004,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151770_6006,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139751_6008,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151771_6008,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139753_6012,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288953_6010,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139756_6018,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288954_6012,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139759_6024,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151774_6014,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139762_6030,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288956_6016,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139765_6036,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288957_6018,1
NSR:Quay:74649,ATB:ServiceJourney:310_220201075833492_1079,NSR:Quay:74649,ATB:ServiceJourney:311_220103105896394_11,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140246414_1095,NSR:Quay:74649,ATB:ServiceJourney:311_220103105899312_31,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140235962_1087,NSR:Quay:74649,ATB:ServiceJourney:311_220125140238582_23,1
NSR:Quay:74649,ATB:ServiceJourney:310_220125140235959_1085,NSR:Quay:74649,ATB:ServiceJourney:311_220103105896396_19,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891722_6008,NSR:Quay:74803,ATB:ServiceJourney:420_220103105891792_6002,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233882_1038,NSR:Quay:74803,ATB:ServiceJourney:470_220125140234356_1004,1
NSR:Quay:74803,ATB:ServiceJourney:310_220117189284639_96,NSR:Quay:74803,ATB:ServiceJourney:470_220117156580653_14,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891730_7004,NSR:Quay:74803,ATB:ServiceJourney:470_220103105892179_7002,1
NSR:Quay:74803,ATB:ServiceJourney:310_220218113327740_996,NSR:Quay:74803,ATB:ServiceJourney:470_220218146442255_914,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233905_8008,NSR:Quay:74803,ATB:ServiceJourney:470_220125140234360_8002,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233900_1072,NSR:Quay:74803,ATB:ServiceJourney:470_220125140234359_10,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233892_1056,NSR:Quay:74803,ATB:ServiceJourney:470_220125140234357_1008,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139660_78,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288922_34,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139663_84,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288923_36,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139666_90,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288924_38,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139669_96,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288925_40,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139672_102,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288926_42,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139720_194,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151759_78,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139723_200,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151760_80,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139726_206,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288942_82,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139729_212,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288943_84,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139732_218,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288944_86,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891698_34,NSR:Quay:74803,ATB:ServiceJourney:5101_220103105903663_7,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891698_34,NSR:Quay:74803,ATB:ServiceJourney:5101_220103105892588_5,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233888_1048,NSR:Quay:74803,ATB:ServiceJourney:460_220125140241606_1014,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233882_1038,NSR:Quay:74803,ATB:ServiceJourney:460_220125140241614_1012,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233878_1030,NSR:Quay:74803,ATB:ServiceJourney:460_220125140241636_1020,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891700_38,NSR:Quay:74803,ATB:ServiceJourney:470_220103105892174_4,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891689_16,NSR:Quay:74803,ATB:ServiceJourney:470_220103105903291_20,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891689_16,NSR:Quay:74803,ATB:ServiceJourney:470_220103105901325_2,1
NSR:Quay:74803,ATB:ServiceJourney:310_220125140233907_8012,NSR:Quay:74803,ATB:ServiceJourney:460_220125140241605_8002,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277038_7046,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288986_7012,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277041_7052,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288987_7014,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277044_7058,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288988_7016,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277047_7064,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288989_7018,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277050_7070,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288990_7020,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277053_7076,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288991_7022,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277056_7082,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288992_7024,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277059_7088,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288993_7026,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139654_66,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288920_30,1
NSR:Quay:72946,ATB:ServiceJourney:1_211220096139657_72,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288921_32,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891722_6008,NSR:Quay:74803,ATB:ServiceJourney:470_220103105892178_6002,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891717_72,NSR:Quay:74803,ATB:ServiceJourney:470_220125140234359_10,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891709_56,NSR:Quay:74803,ATB:ServiceJourney:470_220103105892175_8,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896358_22,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891689_16,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896357_18,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891688_14,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896356_14,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891686_10,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896355_10,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233868_1010,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896368_46,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891700_38,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896365_40,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233879_1032,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896365_40,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891697_32,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896362_34,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891694_26,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896353_6,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891691_20,1
NSR:Quay:75493,ATB:ServiceJourney:310_220125140233888_1048,NSR:Quay:75493,ATB:ServiceJourney:515_220125140234502_1003,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277000_6144,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288975_6054,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277003_6150,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288976_6056,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277007_6158,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288977_6058,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277010_6164,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288978_6060,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277013_6170,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288979_6062,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277023_7016,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288981_7002,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277026_7022,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288982_7004,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277029_7028,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288983_7006,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277032_7034,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288984_7008,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073277035_7040,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288985_7010,1
NSR:Quay:75493,ATB:ServiceJourney:310_220103105891700_38,NSR:Quay:75493,ATB:ServiceJourney:515_220103105892317_9,1
NSR:Quay:75557,ATB:ServiceJourney:310_220103105891707_52,NSR:Quay:75557,ATB:ServiceJourney:511_220203112092713_3,1
NSR:Quay:75557,ATB:ServiceJourney:310_220103105891702_42,NSR:Quay:75557,ATB:ServiceJourney:511_220203112092676_1,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891698_34,NSR:Quay:74803,ATB:ServiceJourney:5103_220103105892605_4,1
NSR:Quay:75493,ATB:ServiceJourney:310_220103105891709_56,NSR:Quay:75493,ATB:ServiceJourney:515_220103105892321_7,1
NSR:Quay:75493,ATB:ServiceJourney:310_220103105891707_52,NSR:Quay:75493,ATB:ServiceJourney:515_220103105892320_5,1
NSR:Quay:75493,ATB:ServiceJourney:310_220103105891705_48,NSR:Quay:75493,ATB:ServiceJourney:515_220103105892319_3,1
NSR:Quay:75493,ATB:ServiceJourney:310_220103105891702_42,NSR:Quay:75493,ATB:ServiceJourney:515_220103105892318_1,1
NSR:Quay:74803,ATB:ServiceJourney:310_220103105891699_36,NSR:Quay:74803,ATB:ServiceJourney:5102_220103105892600_20,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276970_6084,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151784_6034,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276973_6090,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288966_6036,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276976_6096,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151786_6038,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276979_6102,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288968_6040,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276982_6108,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151788_6042,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276985_6114,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288970_6044,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276988_6120,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151790_6046,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276991_6126,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288972_6048,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276994_6132,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288973_6050,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276997_6138,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288974_6052,1
NSR:Quay:75493,ATB:ServiceJourney:310_220125140233884_1042,NSR:Quay:75493,ATB:ServiceJourney:515_220125140234501_1001,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105898171_6010,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891722_6008,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105898170_6006,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891721_6006,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105898169_6004,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233903_8004,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105898169_6004,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891720_6004,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105898175_7004,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891730_7004,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105898171_6010,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233905_8008,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896385_78,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891708_54,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896383_74,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891714_66,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896381_70,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891713_64,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896380_68,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891713_64,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276940_6024,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151774_6014,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276943_6030,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288956_6016,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276946_6036,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288957_6018,1
NSR:Quay:71982,ATB:ServiceJourney:1_211028073276940_6024,NSR:Quay:71982,ATB:ServiceJourney:74_211028073288493_6004,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276949_6042,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288958_6020,1
NSR:Quay:71982,ATB:ServiceJourney:1_211028073276988_6120,NSR:Quay:71982,ATB:ServiceJourney:74_211028073288501_6020,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276952_6048,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288959_6022,1
NSR:Quay:71982,ATB:ServiceJourney:1_211028073276994_6132,NSR:Quay:71982,ATB:ServiceJourney:74_211028073288502_6022,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276955_6054,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288960_6024,1
NSR:Quay:71982,ATB:ServiceJourney:1_211028073277000_6144,NSR:Quay:71982,ATB:ServiceJourney:74_211028073288503_6024,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276958_6060,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288961_6026,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276961_6066,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288962_6028,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276964_6072,NSR:Quay:72946,ATB:ServiceJourney:46_211220096151782_6030,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276967_6078,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288964_6032,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896377_62,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891709_56,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896376_60,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891707_52,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896373_54,NSR:Quay:74648,ATB:ServiceJourney:310_220103105903486_500,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896373_54,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891705_48,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896378_64,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891711_60,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896378_64,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891710_58,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896377_62,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233892_1056,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896372_52,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233885_1044,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153331859_6036,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340025_6006,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896371_50,NSR:Quay:74648,ATB:ServiceJourney:310_220125140235969_1090,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153331871_6048,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340026_6008,1
NSR:Quay:74648,ATB:ServiceJourney:311_220103105896371_50,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891702_42,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153331883_6060,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340027_6010,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153331895_6072,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340028_6012,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153331906_6084,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340030_6014,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153331952_7050,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340046_7012,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153331958_7058,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340047_7014,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153349685_104,NSR:Quay:71982,ATB:ServiceJourney:74_220309121188120_36,1
NSR:Quay:71982,ATB:ServiceJourney:1_210927153349751_6094,NSR:Quay:71982,ATB:ServiceJourney:74_210927153340031_6016,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276929_6002,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288950_6004,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276931_6006,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288951_6006,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276933_6010,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288952_6008,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276934_6012,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288953_6010,1
NSR:Quay:72946,ATB:ServiceJourney:1_211028073276937_6018,NSR:Quay:72946,ATB:ServiceJourney:46_211028073288954_6012,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238550_44,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891699_36,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351437_7038,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339052_7031,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238549_42,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233880_1034,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351439_7040,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339054_7033,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351434_7034,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339049_7027,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238549_42,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891698_34,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351436_7036,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339051_7029,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238547_38,NSR:Quay:74648,ATB:ServiceJourney:310_220224107904558_930,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351443_7046,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339058_7039,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351445_7048,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339060_7041,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351440_7042,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339055_7035,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351442_7044,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339057_7037,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238542_26,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891690_18,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238536_6,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233874_1022,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238547_38,NSR:Quay:74648,ATB:ServiceJourney:310_220125140233878_1030,1
NSR:Quay:73032,ATB:ServiceJourney:3_210927153351431_7030,NSR:Quay:73032,ATB:ServiceJourney:42_210927153339046_7023,1
NSR:Quay:74648,ATB:ServiceJourney:311_220125140238547_38,NSR:Quay:74648,ATB:ServiceJourney:310_220103105891696_30,1
