from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839933_6176_200424196781518,ATB:ServiceJourney:42_200424196846031_6103_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839932_6174_200424196781518,ATB:ServiceJourney:42_200424196846030_6101_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839928_6166_200424196781518,ATB:ServiceJourney:42_200424196846026_6093_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839927_6164_200424196781518,ATB:ServiceJourney:42_200424196846025_6091_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839931_6172_200424196781518,ATB:ServiceJourney:42_200424196846029_6099_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839844_216_200424196781518,ATB:ServiceJourney:42_200424196845979_121_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839926_6162_200424196781518,ATB:ServiceJourney:42_200424196846024_6089_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839906_6122_200424196781518,ATB:ServiceJourney:42_200424196846013_6067_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839904_6118_200424196781518,ATB:ServiceJourney:42_200424196846012_6065_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839811_150_200424196781518,ATB:ServiceJourney:42_200424196845956_75_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839910_6130_200424196781518,ATB:ServiceJourney:42_200424196846015_6071_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839813_154_200424196781518,ATB:ServiceJourney:42_200424196845957_77_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839908_6126_200424196781518,ATB:ServiceJourney:42_200424196846014_6069_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839918_6146_200424196781518,ATB:ServiceJourney:42_200424196846019_6079_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839916_6142_200424196781518,ATB:ServiceJourney:42_200424196846018_6077_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839922_6154_200424196781518,ATB:ServiceJourney:42_200424196846021_6083_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839920_6150_200424196781518,ATB:ServiceJourney:42_200424196846020_6081_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839914_6138_200424196781518,ATB:ServiceJourney:42_200424196846017_6075_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839912_6134_200424196781518,ATB:ServiceJourney:42_200424196846016_6073_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839847_6004_200424196781518,ATB:ServiceJourney:42_200424196845981_6003_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839848_6006_200424196781518,ATB:ServiceJourney:42_200424196845982_6005_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839742_12_200424196781518,ATB:ServiceJourney:42_200424196845922_7_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839744_16_200424196781518,ATB:ServiceJourney:42_200424196845923_9_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839762_52_200424196781518,ATB:ServiceJourney:42_200424196845932_27_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839737_2_200424196781518,ATB:ServiceJourney:42_200424196845919_1_200424196781518,1,
